Decision,GPA,ACT,SAT II,Gender,Ethnicity,Essay,Recommendation,School Type,Region
1,3.98,35,765,0,0,8.5,9.3,1,2
1,3.87,34,793,0,-1,9,8.3,0,0
1,3.94,32,735,0,0,7.7,8.3,0,3
1,4,35,790,1,0,10,10,1,4
0,3.71,35,766,0,0,8.5,8.2,0,4
0,4,35,795,0,-1,7.2,9,0,2
0,3.94,36,800,0,0,8,8,1,0
1,3.89,35,800,1,-1,8,8.2,1,4
1,3.81,34,663,1,0,8,10,0,0
1,3.8,34,720,0,-1,9,9.6,0,3
0,3.7,34,765,1,-1,8,9,1,3
0,3.82,30,687,0,0,9,9.3,1,2
1,3.85,33,743,0,0,10,9,0,0
1,3.6,32,675,0,2,10,10,0,3
0,3.93,36,740,0,0,9.5,10,0,4
1,4,36,800,1,-1,8.5,7.5,0,3
1,3.9,36,785,0,0,10,8,0,4
1,3.8,35,740,1,-1,8.5,8,1,0
1,3.96,35,776,1,0,10,9,0,3
1,3.9,35,725,1,0,2,8,0,0
1,4,35,790,0,-1,7,9,0,0
1,3.98,34,760,0,0,9.5,7,0,2
1,3.98,36,776,1,-1,9.5,8,0,3
1,3.83,34,733,1,-1,9,7,0,0
1,4,34,746,1,1,8.5,9.5,0,0
1,4,34,740,1,0,9.5,9.2,0,0
1,4,33,729,0,-1,8.5,7.3,0,0
1,4,35,750,1,-1,8,8.7,0,4
1,3.88,35,763,0,0,10,9.5,1,3
0,3.95,35,786,0,-1,9,9,0,0
1,4,36,800,1,-1,8.5,9.8,0,1
1,3.99,33,786,1,-1,8,8,0,3
1,3.9,36,790,1,-1,8,7.3,0,2
1,3.84,33,770,1,2,8.5,8.7,0,1
1,4,36,797,0,-1,9,9,1,0
0,3.6,33,775,1,0,9,10,1,4
1,4,33,785,1,2,9.5,8.8,1,3
1,3.88,32,700,0,2,7.5,6.7,0,2
1,4,35,800,0,-1,8,9.7,1,3
0,3.76,36,765,0,0,9,7,0,2
1,4,36,800,0,-1,8.5,7.7,0,0
1,3.94,34,749,1,0,9.5,7.8,0,0
0,3.8,31,706,1,1,8.8,8.3,0,2
1,3.82,34,750,0,0,8.5,7.3,0,0
1,3.904,33,760,0,-1,8,7.7,0,3
1,4,34,765,1,-1,9,8,1,1
1,3.9,32,740,0,0,8.2,7.7,0,2
1,3.9,35,750,1,0,8,7.8,0,2
1,4,35,743,0,1,8,9,0,3
1,3.8,31,610,0,1,9.5,10,0,2
1,4,35,783,1,0,7,7,0,0
1,4,35,775,1,0,9.5,9.5,0,0
1,3.88,35,793,0,1,8.3,6.3,0,0
0,3.92,35,767,0,-1,7,9.3,0,3
0,3.92,35,773,0,0,8.5,8.8,1,1
1,3.88,35,793,0,1,7.7,6,0,0
1,3.9,33,760,1,-1,9,10,0,0
1,3.93,35,766,0,0,10,7.2,1,2
1,3.7,35,763,1,-1,9.2,10,0,1
1,4,35,766,1,-1,8.8,8,0,3
1,3.964,33,710,1,1,8.5,8,0,1
1,3.8,35,790,0,2,9,7.5,0,3
1,3.7,34,740,0,-1,8,9.7,1,0
1,3.95,33,723,0,-1,9,9,0,2
1,3.67,34,795,0,0,9.5,8,0,0
0,3.98,34,760,0,0,8,8.5,0,2
1,3.97,35,763,1,-1,9,9.3,0,2
0,3.82,35,770,0,0,8,6.5,0,0
1,4,34,760,0,2,9,8.2,0,2
1,3.98,35,705,0,1,9,8,0,3
0,3.99,35,764,1,0,6.5,8.7,0,3
1,3.97,34,770,1,0,9,7,0,1
1,3.98,36,776,1,-1,9,8.6,0,3
1,3.94,32,640,0,1,8,7.2,0,2
1,3.9,27,656,1,2,10,10,0,3
0,3.98,34,747,1,0,6.5,8,0,2
1,3.73,33,735,0,1,10,10,0,4
0,4,36,795,0,0,9,9,0,0
0,3.95,33,725,0,0,7,8.7,0,3
0,3.7,34,742,1,-1,8,10,0,4
1,4,35,750,0,0,8.2,9.2,0,2
1,4,36,783,1,-1,9.5,9,0,3
0,3.7,35,703,1,-1,7,7,0,3
1,4,34,746,1,0,8.5,8.3,0,2
1,3.88,33,736,1,0,8.8,7.5,0,1
1,3.83,32,710,1,1,9.8,8.5,1,3
1,3.87,35,762,1,0,10,9,0,1
1,3.71,35,763,0,-1,8.8,8.7,0,2
0,3.88,33,705,0,0,9,9,1,3
1,3.97,35,740,0,0,8.5,8.2,0,1
0,3.79,35,785,0,0,9,9,0,4
0,4,36,797,0,-1,8.5,9,1,0
0,4,35,793,0,0,8.5,8,0,2
0,3.98,36,786,0,1,8,8,0,0
0,4,35,795,0,1,8,8,0,0
0,4,36,800,0,0,7,7.5,0,3
1,4,36,800,1,0,8,8,0,3
0,3.9,33,630,1,0,8,8.5,0,1
1,4,30,677,1,2,8.5,8.5,0,2
1,3.9,35,737,1,-1,10,5,0,2
1,3.88,36,800,0,-1,9.5,9.5,0,1
1,3.95,34,800,0,0,7.5,10,0,2
1,3.86,34,752,0,0,8.5,9,0,4
1,3.7,32,705,0,0,8.5,10,0,4
1,3.95,34,735,1,0,8,9,0,2
1,4,35,780,0,0,8,7.2,0,2
1,3.95,35,766,1,-1,8.8,8.8,0,3
1,3.95,36,796,0,-1,9,10,0,4
1,3.97,34,655,1,0,6.5,8.2,0,1
1,3.96,33,765,1,0,9,10,0,3
1,3.95,36,796,0,-1,9,9.8,0,4
1,3.7,34,670,0,2,7.7,9,1,3
1,3.79,32,723,1,2,7.5,8,0,1
1,4,35,770,0,0,8,7.2,0,2
0,3.99,34,747,1,-1,8,8.2,0,1
1,4,35,750,1,0,9,8,0,1
1,3.95,34,735,1,1,8.5,9.3,0,0
1,3.6,35,790,0,0,6,8.7,1,0
1,4,34,730,1,-1,8.5,8,0,3
0,4,34,736,0,0,8,8,0,3
1,3.9,35,764,1,0,8.9,9.2,0,0
1,3.97,34,748,1,-1,10,7.2,0,2
1,4,35,776,0,-1,7.5,8.2,0,2
1,4,35,770,1,-1,9,6.5,0,4
0,3.83,36,790,1,-1,7,7.8,0,2
0,3.83,34,750,1,-1,7.8,8.5,0,1
0,3.65,34,745,0,0,9,8.8,1,3
1,4,36,793,1,-1,8,7.5,0,4
1,4,36,790,1,-1,8.5,7.5,0,4
1,3.96,31,696,0,1,1.5,9.7,0,2
0,3.65,34,745,0,0,9,8.8,1,3
1,4,36,793,1,-1,8,7.5,0,4
1,4,36,790,1,-1,8.5,7.5,0,4
1,3.96,31,696,0,1,1.5,9.7,0,2
0,4,33,729,1,-1,8.5,8,0,2
0,3.907,34,751,1,0,6,7.5,0,2
0,3.8,36,746,1,0,6.5,9.1,0,0
1,3.99,33,729,1,0,8.8,7.2,0,1
0,3.9,33,734,0,0,8.5,9,0,3
0,4,36,782,0,0,7.3,8.6,0,2
0,3.4,35,775,0,0,8.2,8.2,1,0
0,3.44,29,628,0,0,9.2,7,0,3
0,4,31,694,1,0,8.4,9.5,1,2
0,4,34,760,0,2,8,8.2,0,2
1,4,36,763,0,0,7.7,7.5,0,0
1,3.9,35,773,0,1,8,8.3,0,2
1,4,35,745,1,2,6.8,8.3,1,2
0,3.92,32,725,1,0,8.1,7.5,0,3
1,4,36,779,1,1,9,8.7,0,3
1,3.99,33,729,1,2,9.2,9.3,0,3
1,4,36,786,1,0,7.9,8.8,0,4
0,4,34,746,1,0,6.5,9,0,0
0,3.65,35,750,0,-1,10,8.7,0,2
0,3.95,33,725,0,0,7,8.7,0,3
0,3.3,32,668,1,2,7,7.3,0,3
0,3.98,34,760,0,0,8.8,8.5,0,2
1,4,35,770,1,1,8.2,9,0,1
1,3.98,35,764,0,0,6.8,8.5,0,4
0,3.95,36,755,1,-1,8,8.5,0,1
1,3.8,33,739,1,0,8.5,10,1,2
1,4,34,746,1,0,9,8.5,0,1
1,3.6,36,759,0,0,8.6,8.5,0,4
1,3.775,32,724,1,2,10,10,1,1
1,3.88,36,790,0,0,7.5,7.8,0,0
1,3.82,32,722,1,0,7.8,8,0,4
0,4,32,711,0,0,7,8.5,0,2
1,4,33,729,0,2,9,10,0,2
1,3.61,35,690,0,0,8.3,8.2,1,0
1,3.71,36,748,1,-1,9.1,9.5,0,1
1,4,34,800,0,-1,8.2,9.8,0,2
1,3.2,32,661,1,2,2.3,6,1,1
1,3.8,36,735,0,1,10,8.3,0,3
0,3.9,35,745,1,-1,8.1,8.3,0,0
1,3.79,35,757,1,-1,10,8,0,0
0,3.98,30,678,1,-1,7.8,8,0,3
1,3.81,32,760,1,1,10,8,0,3
1,3.6,32,700,1,2,7.9,8.7,0,4
0,4,32,780,0,0,8,9,0,3
0,4,34,746,0,-1,9.5,9.3,1,2
1,3.98,36,757,1,0,10,8.5,0,2
0,3.75,32,765,1,0,8.1,7.9,0,3
1,4,35,750,0,0,9.3,9.1,0,2
0,3.96,36,765,1,-1,6.7,7.5,0,3
1,4,35,780,0,1,10,9.3,0,0
1,3.98,35,770,1,1,9.2,7.7,0,3
1,3.79,35,795,0,-1,8.7,9.5,0,0
1,4,35,736,0,0,8.3,9.5,0,1
1,4,34,746,0,1,7.5,9.3,1,1
0,3.98,35,800,0,0,6.5,8.5,0,4
1,4,35,770,1,-1,8.3,8.3,0,3
0,4,33,755,0,-1,6.3,6,0,2
0,3.97,34,800,0,0,8,10,0,2
0,3.32,34,770,1,0,7.3,9.8,0,2
1,3.99,35,773,0,-1,7.8,8,0,1
1,4,35,780,0,0,8.4,7.6,0,3
1,3.95,35,735,0,-1,8.4,8.5,0,3
0,3.5,31,666,0,2,6.8,10,0,3
1,4,33,700,0,2,9.5,8.5,0,3
1,4,36,780,1,0,9,9.2,1,1
0,3.83,33,738,1,0,10,9.5,1,3
0,3.8,32,723,0,0,8,9,0,3
1,4,35,800,1,-1,7.7,8.6,0,2
1,3.83,35,773,0,-1,9.7,7.5,0,0
0,3.96,33,765,1,0,8,10,0,3
0,3.98,35,760,0,0,8.3,8.6,0,3
0,3.8,34,748,1,0,8.7,7.2,0,3
0,3.71,36,776,0,-1,7.7,7.5,1,1
0,4,35,763,1,0,8,7.8,0,3
0,3.7,31,706,1,0,7,9,0,1
0,3.93,34,786,0,0,8.3,9,0,2
0,3.45,35,690,1,-1,5.5,7.9,0,0
1,3.899,33,734,1,0,8.3,8,1,1
0,3.98,35,756,0,0,7.7,7.3,0,0
0,3.9,34,770,0,-1,9,8.8,0,0
1,3.97,34,773,0,-1,8.5,8.2,0,0
0,3.8,31,706,0,0,9.5,9.5,0,2
1,4,35,770,0,-1,10,8,0,2
1,3.75,35,795,0,0,9,9.5,1,3
1,4,36,790,1,-1,8.7,8.8,0,2
0,3.81,35,660,1,-1,8.5,9,0,2
0,3.8,34,765,0,0,9.5,7.7,0,1
0,3.86,32,719,1,0,8,8,0,3
0,3.75,35,780,0,-1,8.8,8.4,0,4
1,3.98,36,796,0,2,10,9,0,0
0,3.52,16,565,1,2,4.8,8.6,0,1
0,3.61,26,613,1,2,5.8,7.7,0,1
0,3.98,22,513,1,1,7.9,7.6,0,4
0,3.78,12,567,0,1,6,8.2,1,4
0,3.9,28,542,0,0,6.3,6.1,1,4
0,3.83,27,571,1,0,7.9,8.8,1,2
0,3.98,28,634,0,2,6.2,8.4,1,1
0,3.65,26,566,0,0,5.4,4.2,0,3
0,3.5,24,596,1,0,9.7,7.4,0,1
0,3.79,19,552,0,2,8.4,4.8,0,3
0,3.8,23,509,0,0,6.3,7.7,0,2
0,3.73,18,569,1,0,8.6,9.4,1,0
0,3.81,10,641,0,2,4.6,6.2,1,2
0,3.75,24,514,0,2,8.1,4.9,0,3
0,3.9,24,530,0,-1,9.2,5.4,0,2
0,3.81,16,522,1,0,7.1,7.1,1,3
0,3.86,21,608,1,1,4.5,7.8,1,2
0,3.57,23,501,1,-1,8.3,9.2,0,1
0,3.82,17,512,1,2,4.1,8.7,0,4
0,3.63,19,640,1,2,6,8.5,0,1
0,3.65,14,512,0,-1,4.7,4.9,0,3
0,3.57,26,599,0,1,4.3,4.2,0,0
0,3.54,24,564,0,0,6.3,6.3,0,0
0,3.58,12,604,0,-1,9.9,5.3,1,4
0,3.61,17,561,1,0,4.3,9.7,1,0
0,1.28,33,630,0,1,8.4,9,0,3
0,0.53,33,648,0,2,8.3,7.3,0,2
0,0.56,35,632,0,2,7,8.7,0,3
0,1.05,31,540,0,1,4.2,5.7,1,4
0,2.26,33,536,1,1,6,5.9,1,3
0,0.6,31,544,1,0,5.6,5.7,1,3
0,2.97,31,631,0,2,7.7,6.2,0,2
0,1.21,33,529,0,-1,7.6,8,1,3
0,2.34,35,509,0,2,7.4,5.1,1,4
0,2.34,30,651,1,0,6,6.7,1,3
0,2,33,619,1,0,6.4,5,1,2
0,1.41,31,654,0,1,9.5,7.7,1,1
0,1.13,30,600,1,1,8.2,6.3,1,1
0,0.73,34,566,1,1,5.4,5.8,1,2
0,1.27,32,567,1,2,9.8,9.9,0,2
0,2.71,35,641,0,2,8.2,7.9,1,3
0,1.51,36,608,0,2,4.1,6.8,1,3
0,1.09,33,520,0,-1,7.3,7.1,0,2
0,1.79,33,645,1,1,8.8,9.1,0,3
0,0.84,30,672,0,1,7.6,5.3,0,2
0,1.17,31,558,1,-1,7.3,4.1,1,1
0,0.56,33,556,1,1,7.6,9,1,4
