Decision,GPA,ACT,SAT II,Gender,Ethnicity,Essay,Recommendation,School Type,Region
1,3.85,33,696,1,-1,8,9.8,1,2
0,3.7,34,742,1,-1,8,10,0,1
1,3.93,31,710,1,1,8.5,9,0,3
1,3.6,31,682,0,0,9,8,0,4
1,3.975,34,670,1,-1,3,8.2,0,2
1,3.65,31,695,0,1,10,9.5,0,4
0,3.3,24,656,0,0,7,10,0,4
1,3.96,32,760,0,1,9,9.8,1,3
1,3.7,35,710,0,0,8.5,9,0,4
1,4,34,796,0,-1,8.5,9.8,0,2
1,4,30,677,0,1,9.2,8.8,0,1
1,3.8,28,655,0,1,9,10,0,1
0,4,34,760,1,-1,8.3,7.5,0,3
1,4,33,729,1,-1,7.8,8.7,0,1
0,3.7,35,720,0,0,7.5,8.5,0,0
1,3.99,35,800,1,0,8,7.7,1,2
1,4,35,780,0,0,8,7.2,0,2
1,4,36,800,1,-1,8,9,0,0
1,3.87,34,765,0,0,7,6.5,1,2
1,3.93,32,710,1,1,8,8.5,0,4
0,3.8,34,743,0,0,7,6,1,4
1,4,36,790,1,0,9,10,0,3
1,3.95,34,700,1,2,8,8.5,0,0
1,3.8,34,790,0,-1,8.3,8,0,4
1,3.72,29,720,1,1,8.2,7.5,0,4
1,3.9,35,733,0,0,9,10,1,1
1,3.9,31,673,1,1,8.7,8.5,0,4
1,3.95,35,746,1,1,7,9,0,1
1,4,34,745,1,-1,7,8.7,0,0
0,3.95,35,745,1,0,8,9.3,0,1
1,4,35,750,1,0,7.5,10,1,1
1,3.7,33,733,1,2,8.2,9.5,0,4
1,3.96,36,790,1,1,5.5,8,0,2
1,4,35,763,0,0,8.4,7,0,0
0,4,33,729,0,0,8,8,0,0
1,3.44,25,610,0,2,8,8,0,3
1,3.94,33,663,0,2,7.5,7.2,0,4
0,3.75,34,745,0,0,8,9,0,4
1,3.9,35,757,1,0,6.2,7.7,1,0
0,3.95,34,786,0,1,8.8,9,0,4
1,3.96,35,800,1,0,9,9.8,1,1
1,4,33,720,0,0,9.5,6,0,3
1,4,35,755,0,-1,7.3,7.3,0,2
1,3.99,34,780,0,0,8,9,0,1
1,4,34,756,1,0,10,9.5,0,0
1,3.98,36,790,1,-1,9,8.3,0,0
1,3.99,34,780,0,0,9,9,0,1
1,4,32,670,1,0,9.5,8.3,0,4
1,4,32,670,1,-1,10,10,0,4
0,3.7,35,720,0,0,7.5,8.5,0,0
1,3.99,35,800,1,0,8,7.7,1,2
0,4,33,729,1,0,9.5,8.8,0,3
1,3.94,35,766,1,0,9,10,0,0
1,3.9,28,513,1,2,9,9.3,0,1
0,3.4,36,800,0,0,8.3,8,1,0
1,4,34,746,1,0,8.5,7.8,0,4
1,4,36,800,0,0,9,9,0,0
1,3.8,31,710,0,2,9.2,9.7,0,3
0,3.9,35,764,1,0,8.5,9,0,1
1,4,35,766,1,0,8.5,8,0,0
1,3.99,35,764,1,0,7.3,8.5,1,1
1,3.9,34,752,0,0,9,8,1,0
1,3.98,35,756,0,0,7.7,7.3,0,0
1,4,34,746,1,-1,7,8,1,3
1,4,33,729,0,-1,8,8,1,3
1,3.87,35,786,0,1,8.5,8.7,0,2
1,3.77,34,770,0,-1,9.5,9.2,1,0
1,4,35,780,0,0,8,8,0,1
1,3.975,33,725,1,0,8,10,0,1
1,4,35,763,0,0,10,8.7,0,3
1,3.92,35,767,0,-1,7,9.7,0,4
1,3.92,35,767,0,-1,7,9.3,0,4
1,4,35,745,1,0,7,8.3,0,2
1,3.98,31,730,1,-1,9,9,0,4
0,4,33,645,1,0,10,9.3,1,0
0,3.8,33,655,1,0,9,9,0,4
1,3.88,34,753,1,-1,8,7.7,0,4
1,4,35,720,1,-1,8,5,0,4
1,3.8,35,758,0,1,8,9,0,3
1,4,36,779,1,-1,9,7.5,1,1
1,3.6,33,718,0,0,9.3,10,1,4
1,3.7,34,790,1,0,9.5,8,0,0
0,3.71,15,554,1,2,8.9,7.6,1,3
0,3.69,11,537,0,1,4.3,4.1,0,4
0,3.66,9,579,0,1,7.3,9.5,1,2
0,3.94,13,524,1,-1,9.5,6.2,1,3
0,3.79,18,568,1,0,7.3,6.8,0,1
0,3.73,19,603,1,-1,7.6,5.2,0,3
0,3.98,13,585,1,0,7.7,8.2,1,2
0,3.64,15,609,0,0,5.3,10,0,0
0,3.56,10,595,1,0,7.9,5.6,0,3
0,3.76,19,511,1,2,5.2,9,0,3
0,3.75,19,646,1,2,8.3,9.5,1,2
0,3.98,23,546,1,0,7.2,7.6,1,3
0,3.73,11,633,1,1,6.5,9.1,1,0
0,3.95,19,550,0,0,9.6,6.9,1,3
0,3.75,13,551,0,0,8.3,9.8,1,2
0,1.96,32,578,0,2,9.6,9.7,0,1
0,0.95,29,668,0,-1,6.8,4.9,0,1
0,1.5,32,534,1,0,4.6,6.8,0,2
0,0.69,33,593,0,-1,6.3,4.1,1,3
0,1.85,30,548,1,2,8.8,6.6,0,1
0,0.08,29,639,1,1,7.9,4.9,0,4
0,0.76,28,646,0,1,6.4,6.7,1,0
0,0.52,30,574,0,1,5.5,5.1,0,2
0,0.67,29,526,1,-1,8.9,5.7,0,3
0,0.15,28,563,0,0,9,9.9,1,1
0,0.91,31,536,0,1,7.4,9.8,0,3
0,0.2,30,644,1,2,5.5,8.2,1,0
0,1.76,33,619,1,0,6,8.1,1,0
0,2.12,32,617,1,0,8.8,6.9,1,3
0,1.49,28,675,1,0,6,8.4,1,0
